*********************  X-ray Absorption Data  ********************
*
* Formula: 
* Common name: PCAspectrum_3
* Edge: 
* Acquisition mode: 
* Source and purity: 
* Comments: 
* Delta eV: 
* Min eV: 
* Max eV: 
* Y axis: 
* Contact person: 
* Write date: 
* Journal: 
* Authors: 
* Title: 
* Volume: 
* Issue number: 
* Year: 
* Pages: 
* Booktitle: 
* Editors: 
* Publisher: 
* Address: 
*--------------------------------------------------------------
709.500000,-0.072762
709.750000,-0.099636
710.000000,-0.070199
710.250000,-0.013571
710.500000,00.081104
710.750000,00.617406
711.000000,-0.751634
711.250000,00.131273
711.500000,00.084233
711.750000,00.046623
712.000000,00.016948
712.250000,00.004319
712.500000,00.011708
